id,name,description,category,subcategory,tag-1,tag-2,tag-3,mood_short,function,ingerdient-1,rate-1,ingerdient-2,rate-2,ingerdient-3,rate-3,ingerdient-4,rate-4,garden,nature,taste,color,diy-kit,quantity,tempC,steepMin,timeDay,timeSeason-1,timeSeason-2,moment,intensity,taste-mod,caffeineLevel,origin,processing,useCases,allergens,isCaffeineFree,isOrganic,serveTemp,coldBrewRecommended,lukewarmRecommended
35,Koreai Tisztaság,"Kortyolni olyan, mint friss levegőt venni egy túlzsúfolt szobában. Nem harsog, csak kicsit kitakarítja a fejed.",Évszakok Teái,Immunerősítő,földelő,friss,világoszöld,Koncentráció bekapcsolva.,tisztítás & könnyedség,pörkölt árpa,60,kukorica,20,zöld tea,12,citromfű,8,2,3,friss,világoszöld-sárga,2,1 tk / 250 ml víz,90–95,5–7,délután,nyár,,Általános jólét,Közepes,"Fahéjrúd, Gyömbérszelet",mentes,Vegyes eredet,pörkölt,általános,nincs,igen,igen,forrón,FALSE,FALSE
70,Könnyed Kanyar,"Egy citrusos fordulat, ami nem borít ki a kanyarnál. Inkább kisimítja az utat előtted.",Évszakok Teái,Kreatív lendület,energizáló,citrusos,aranyló,Könnyű fordulat a napodban.,fókusz & éberség,citromfű,70,citromhéj,10,csipkebogyó,12,zöld tea,8,2,2,"citrusos, friss, enyhén savanykás",aranyló-narancsos,2,1 tk / 250 ml víz,90–95,5–7,reggel,Tavasz,,Vitaminpótlás,Közepes,Friss citromlé,mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),fókusz,citrus-héj,igen,igen,"jegesen, forrón is",TRUE,FALSE
13,Krizantém Harmat,"Friss fordulat, de nem drámai. Inkább egy apró oldaljegyzet a napban, amitől hirtelen világosabb lesz a margó.",Energia & Fókusz,Belső utazás,hűsítő,lágy,világoszöld,Egy korty friss fordulat.,kiegyensúlyozás,krizantém,70,zöld tea,20,goji bogyó,10,,0,3,3,lágy,világoszöld-sárga,2,1 tk / 250 ml víz,90–95,5–7,napközben,nyár,,Általános jólét,Közepes,"Fahéjrúd, Citrom",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
15,Kukicha Erdeje,"Ez nem erdei kaland, inkább az érzés, amikor kitakarítod a bögrédet. Újrakezdés, de csak annyi, amennyit egy délután még elbír.",Immunitás & Tisztulás,Ázsiai tea,földelő,lágy,halvány arany,Tiszta újrakezdés a bögrédből.,kiegyensúlyozás,kukicha tea,84,jázmin,6,körtehéj,10,,0,3,1,lágy,halvány arany-barnás,1,1 ek / 250 ml víz,75–85,2–3,délután,ősz,,Általános jólét,Közepes,"Méz, Citrom",közepes,Japán – hegyvidék,"gőzölt, minimális oxidáció (zöld)",általános,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
18,Kukorica Napfény,"Kávépótló, ami nem hazudik koffeint. Olyan, mintha a kukorica standolna a napsütésben, és neked is adna egy kortyot.",Évszakok Teái,Virágos,tápláló,friss,aranyló,"Vidám kávépótló, kukorica módra.",fókusz & éberség,pörkölt kukorica,70,rizs,20,citromfű,10,,0,3,1,friss,aranyló-sárgás,2,1 ek / 250 ml víz,90–95,5–7,napközben,nyár,,Általános jólét,Közepes,"Friss menta, Citrom",mentes,Vegyes eredet,pörkölt,általános,nincs,igen,igen,forrón,FALSE,FALSE
76,Lassított Délután,"Nem állítja meg az időt, de lelassítja a görgetést a fejedben. Virágos, nyugodt, és eléri, hogy végre ne siettess semmit.",Európai Gyógynövények,Téli hangulat,idegrendszer nyugtatása,virágos,világossárga,Bögrével a kezedben megáll az idő.,kiegyensúlyozás,kamilla,82,levendula,6,körömvirág,6,rózsaszirom,6,3,3,"virágos, enyhén édes",világossárga-rózsaszínes,3,1 ek / 250 ml víz,90–95,5–7,napközben,Nyár,,Könnyed délutáni lazítás,Könnyű,"Méz, rózsaszirom szórás",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"langyosan, forrón is",FALSE,TRUE
10,Lassú Indítás,"Olyan, mintha valaki mézes kanállal bélelgetné a torkodat. Nem siettet, inkább megbeszéli veled, hogy ráérsz.",Indiai Teák & Ayurveda,Rituálé,toroknyugtató,friss,aranyló,Mézes nyugalom a torkodnak.,kreativitás & jókedv,hárs,77,édesgyökér,3,kamilla,12,citromhéj,8,2,1,"friss, virágos, édeskés",aranyló-sárgás,3,1 ek / 250 ml víz,90–95,5–7,este,ősz,,Mindennapi relax,Könnyű,"Narancskarika, Fahéjrúd",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),"alvás, relax",nincs,igen,igen,"langyosan, forrón is",FALSE,TRUE
19,Latin Energia,"Mate, kakaó és chili egy bögrében – latin tempó, de bérlet nélkül. Felpörget, de nem kell hozzá tánctudás.",Európai Gyógynövények,Vitalitás,energizáló,fűszeres,világoszöld,"Laza turbó, koffein nélkül.",fókusz & éberség,mate,74,kakaóhéj,10,fahéj,8,chili,8,3,3,fűszeres,világoszöld-sárga,3,1 tk / 250 ml víz,90–95,5–7,reggel,ősz,tél,"Napindítás, munka közben",Közepes,"Friss menta, Fahéjrúd",magas,Dél-Amerika – fennsík,szárított (gyógynövény/gyümölcs),fókusz,nincs,nem,igen,forrón,FALSE,FALSE
29,Mantra Csend,"Ez a tea nem kiabál, inkább kitölt minden rést csenddel. A gondolatok meg halkan hátrébb húzódnak.",Közel-Keleti Ízek,Belső utazás,spirituális fókusz,virágos,halvány arany,A belső egyensúly kortya.,alvás & lecsendesítés,tulsi,82,rózsaszirom,6,jázmin,6,levendula,6,3,3,virágos,halvány arany-barnás,3,1 ek / 250 ml víz,90–95,5–7,este,egész évben,,"Napindítás, munka közben",Közepes,"Narancskarika, Alma chips",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),fókusz,nincs,igen,igen,forrón,FALSE,FALSE
51,Marokkói Napfény,"Zöld tea mentával – nem bonyolítja túl. Inkább olyan, mint egy friss szellő, amitől kicsit jobban áll a világ.",Indiai Teák & Ayurveda,Ázsiai tea,friss,világoszöld,,Marrákesi szellő a bögrédben.,fókusz & éberség,zöld tea,70,menta,20,cukor (opcionális),10,,0,2,2,friss,világoszöld-sárga,1,1 tk / 250 ml víz,75–85,2–3,napközben,nyár,,Általános jólét,Közepes,"Gyömbérszelet, Fahéjrúd",közepes,Vegyes eredet,minimális oxidáció (zöld),általános,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
62,Megérdemelt Szünet,"Ez a tea pont olyan, mint amikor kinyújtod a lábad két teendő között. Semmi extra, csak végre van egy levegőnyi tér.",Európai Gyógynövények,Meditáció,friss,világoszöld,,"Tisztító szünet, amit megérdemelsz.",tisztítás & könnyedség,csalán,60,pitypanglevél,20,zöld tea,12,citromhéj,8,2,2,friss,világoszöld-sárga,3,1 tk / 250 ml víz,90–95,5–7,reggel,tavasz,,Általános jólét,Közepes,"Gyömbérszelet, Friss menta",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
72,Megnyugvó Idő,"Meleg fűszer, ami nem tűzijáték, inkább kandallóban pislákoló parázs. Nem kell hozzá ünnep, mégis minden korty kicsit ünnepélyes.",Dél-Amerikai Erő,Nyári frissesség,immunerősítő,édeskés-fűszeres,mély arany,Meleg időzóna a bögrédben.,keringés & melegség,almahéj,76,fahéj,8,szegfűszeg,8,gyömbér,8,1,2,"édeskés-fűszeres, csípős utóízzel",mély arany-barnás,2,1.5 ek / 250 ml víz,90–95,5–7,este,Tél,,"Családi együttlét, ünnepi hangulat",Erős,"Méz, narancskarika, fahéjrúd",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),wellness,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
66,Mini Csoda,"Ez nem a világ megmentése – csak egy reggeli lökés, ami mégis jókor jön. Mini, de pont elég.",Közel-Keleti Ízek,Kreatív lendület,élénkítés,friss,világoszöld,Mini csoda a napindításhoz.,fókusz & éberség,zöld tea vagy mate,74,borsmenta,8,citromhéj,10,zsálya,8,2,2,"friss, citrusos, enyhén fanyar",világoszöld-sárga,2,1 tk / 250 ml víz,75–85,2–3,reggel,Egész évben,,Napindítás,Közepes,"Citrom, friss menta",magas,Dél-Amerika – fennsík,minimális oxidáció (zöld),fókusz,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
6,Mini Ünnep,"Egy korty, és máris nyári délutánon érzed magad, jeges pohárral a kézben. Nem nagy ünnep, csak az a fajta, amikor nincs semmi dolgod.",Európai Gyógynövények,Téli hangulat,hűsítő,friss,mélyvörös,Kortyolj bele a nyár friss levegőjébe.,hűsítés & frissítés,hibiszkusz,70,citromfű,10,menta,12,limehéj,8,1,1,"friss, savanykás",mélyvörös-bordó,1,1 ek / 250 ml víz,95–100,6–8,délután,nyár,,Általános jólét,Közepes,"Friss menta, Citrom",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
27,Nappforduló Fény,"Pont annyi béke, amennyit még éppen elbírsz. Nem többet, nem kevesebbet – csak kellemesen középen.",Indiai Teák & Ayurveda,Meditáció,ünnepi,friss,halvány arany,"Pont annyi béke, amennyit kerestél.",kiegyensúlyozás,bodzavirág,80,hárs,6,rózsa,6,citromhéj,8,2,2,"friss, virágos",halvány arany-barnás,1,1 ek / 250 ml víz,90–95,5–7,napközben,nyár,,Általános jólét,Közepes,"Alma chips, Friss menta",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
40,Nyitott Ablak,"Mint egy nagy levegő a téli estében. Kicsit fűszeres, kicsit ünnepi, és pont annyira nyitja ki a teret, amennyire kell.",Japán Zöldek,Nyári frissesség,ünnepi,friss,mély narancsos,Ünnepi levegő egy kortyban.,keringés & melegség,narancshéj,72,fahéj,8,rooibos,12,szegfűszeg,8,2,2,"friss, fűszeres, édeskés",mély narancsos-vöröses,2,1 tk / 250 ml víz,90–95,5–7,este,tél,,Általános jólét,Közepes,"Gyömbérszelet, Alma chips",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,citrus-héj,igen,igen,"jegesen, forrón is",TRUE,FALSE
64,Nyitott Jegy,"Ez a bögre egy jegy a fókuszhoz – nincs sorban állás, nincs ellenőr. Csak belépsz, és működik.",Évszakok Teái,Kreatív lendület,friss,aranyló,,Szabad belépő a fókuszhoz.,fókusz & éberség,matcha,80,citromfű,10,ginzeng,10,,0,2,1,friss,aranyló-sárgás,1,1 ek / 250 ml víz,75–80,1–2,reggel,egész évben,,Általános jólét,Közepes,"Narancskarika, Gyömbérszelet",közepes,Japán – hegyvidék,"gőzölt, minimális oxidáció (zöld)",általános,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
46,Nyugodt Csavar,"Ez a tea nem old meg dilemmákat, de legalább finoman kifordítja a napot a sarkaiból. Meleg, fűszeres csavar, ami mellett könnyebb bólintani.",Kínai Klasszikusok,Rituálé,fűszeres,halvány arany,,Meleg csavar a nyugalomhoz.,kiegyensúlyozás,gyömbér,76,fahéj,8,szegfűszeg,8,fekete tea,8,2,1,fűszeres,halvány arany-barnás,3,1.5 ek / 250 ml víz,95–100,6–8,este,tél,,Általános jólét,Közepes,"Fahéjrúd, Friss menta",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"forrón, jegesen is",TRUE,FALSE
11,Oolong Harmónia,"Olyan, mint egy ébresztő, ami nem csörög, csak finoman megérinti a vállad. Nem hajt, csak jelzi, hogy itt az idő kicsit jobban lenni.",Évszakok Teái,Védelem,kiegyensúlyozó,friss,halvány arany,"Finom ébresztő, nem riasztó vekker.",keringés & melegség,oolong tea,84,jázmin,6,narancshéj,10,,0,1,1,friss,halvány arany-barnás,2,1 ek / 250 ml víz,85–90,3–4,délután,egész évben,,Általános jólét,Közepes,"Méz, Citrom",közepes,Tajvan/Kína – hegyvidék,részleges oxidáció (oolong),általános,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
38,Pandan Kókusz Álom,"Kortyolni olyan, mintha egy trópusi koktél tévedt volna a bögrédbe. És a meglepetés, hogy működik.",Japán Zöldek,Lelki béke,egzotikus,lágy,világoszöld,Koktélszerű álomkapcsoló.,alvás & lecsendesítés,pandan levél,60,kókuszreszelék,20,zöld tea,12,vanília,8,3,2,lágy,világoszöld-sárga,3,1 tk / 250 ml víz,90–95,5–7,délután,nyár,,Általános jólét,Közepes,"Fahéjrúd, Narancskarika",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
52,Perzsa Rózsaálom,"Romantikus neve ellenére nem bonyolult: virágos-fűszeres simítás este. Inkább békés álom, mint drámai fordulat.",Évszakok Teái,Alvástámogatás,virágos,halvány arany,,"Romantika, drámai fordulatok nélkül.",alvás & lecsendesítés,fekete tea,86,rózsaszirom,6,kardamom,8,,0,2,3,"virágos, fűszeres",halvány arany-barnás,2,1 ek / 250 ml víz,90–95,3–5,este,egész évben,,Általános jólét,Közepes,"Narancskarika, Citrom",magas,Vegyes eredet,oxidált (fekete),általános,nincs,nem,igen,"forrón, langyosan is",FALSE,TRUE
50,Pitta Rózsa,"Illatos csésze, ami nem kér figyelmet, mégis betölti a teret. Olyan, mint amikor valaki halkan letesz egy szál rózsát az asztalra.",Kínai Klasszikusok,Illatos,virágos,halvány arany,,Rózsás egyensúly Indiából.,szív & érzelmi harmónia,rózsaszirom,77,koriandermag,20,édesgyökér,3,,0,2,3,"virágos, édeskés",halvány arany-barnás,2,1 ek / 250 ml víz,90–95,5–7,délután,nyár,,Általános jólét,Közepes,"Fahéjrúd, Alma chips",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,virágpor lehet,igen,igen,forrón,FALSE,FALSE
36,Pu-erh Földje,"Ez a tea stabil, mint egy földdarab, amin biztosan megállsz. Nem villog, csak nyugodtan megtart.",Európai Gyógynövények,Rituálé,mély,friss,halvány arany,"Pont annyi erő, amennyit kell.",emésztés & komfort,pu-erh tea,76,gyömbér,8,fahéj,8,narancshéj,8,1,3,"friss, fűszeres",halvány arany-barnás,2,1.5 ek / 250 ml víz,95–100,4–6,délután,ősz,tél,Étkezés utáni könnyedség,Közepes,"Méz, Gyömbérszelet",magas,Kína – Jünnan hegyvidék,fermentált (pu-erh),étkezés után,nincs,nem,igen,forrón,FALSE,FALSE
26,Reggeli Restart,"Ez a tea úgy működik, mint egy soft reset: a felesleges programok leállnak, és marad hely a nyugodt naphoz.",Afrikai Gyökerek,Alvástámogatás,tisztító,friss,aranyló,Természetes gomb a napindításhoz.,alvás & lecsendesítés,zsálya,62,csalán,20,citromfű,10,pitypanglevél,8,2,2,friss,aranyló-sárgás,1,1 ek / 250 ml víz,90–95,5–7,este,egész évben,,Általános jólét,Közepes,"Fahéjrúd, Alma chips",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
69,Rejtett Tartalék,"Olyan, mint amikor rájössz: mégis van egy szelet csoki a fiókban. Csak itt energia formájában.",Japán Zöldek,Rituálé,energizáló,édeskés,mély narancsos,Kortyold fel a titkos energiát.,kreativitás & jókedv,rooibos,76,narancshéj,10,kardamom,8,rózsaszirom,6,1,1,"édeskés, citrusos, fűszeresen meleg",mély narancsos-vöröses,2,1 tk / 250 ml víz,95–100,6–8,reggel,Ősz,,Kreatív munka,Közepes,"Méz, mandulatej",mentes,Dél-Afrika – fennsík,szárított (gyógynövény/gyümölcs),fókusz,nincs,igen,igen,"forrón, jegesen is",TRUE,FALSE
34,Rögtön Jobb,Ez a tea nem ígér hosszú utat – azonnal csinál helyet odabent. Mintha valaki gyorsan elpakolta volna a maradék rendetlenséget.,Energia & Fókusz,Meditáció,emésztés,friss,halvány arany,"Gyomorjavító, azonnali könnyedség.",emésztés & komfort,édeskömény,72,ánizs,8,kömény,12,menta,8,1,1,"friss, édeskés",halvány arany-barnás,2,1 ek / 250 ml víz,90–95,5–7,étkezés után,egész évben,,Étkezés utáni könnyedség,Közepes,"Citrom, Gyömbérszelet",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),étkezés után,nincs,igen,igen,forrón,FALSE,FALSE
3,Rövid Kitérő,"Egy kis energialöket, ami nem kér engedélyt. Inkább olyan, mint amikor a lift gombja pont jókor villan fel.",Japán Zöldek,Belső utazás,férfi energia,fűszeres,halvány arany,Gyors energiakártya a naphoz.,fókusz & éberség,ginseng,64,maca,20,gyömbér,8,fahéj,8,2,2,fűszeres,halvány arany-barnás,1,1.5 ek / 250 ml víz,90–95,5–7,reggel,egész évben,,Általános jólét,Közepes,"Méz, Citrom",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),fókusz,nincs,igen,igen,forrón,FALSE,FALSE
48,Sakura Csend,"Virágos kíséret, ami inkább súg, mint beszél. Olyan, mint egy háttérzene, amitől hirtelen könnyebb gondolkodni.",Évszakok Teái,Rituálé,lágy,világoszöld,,Virágos háttérzene Kiotóból.,alvás & lecsendesítés,szárított cseresznyevirág,80,zöld tea,20,,0,,0,2,2,lágy,világoszöld-sárga,1,1 tk / 250 ml víz,90–95,5–7,napközben,tavasz,,Általános jólét,Közepes,"Friss menta, Citrom",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
20,Selyem Út,"Ez nem a fűszerek bazárja, inkább egy csendes mellékutca illatokkal. Rózsa és kardamom együtt integetnek, mintha mindig is így volt.",Évszakok Teái,Chai,ünnepi,virágos,halvány arany,Egy bögrényi gyengéd kikapcsolódás.,kiegyensúlyozás,fekete tea,78,rózsa,6,kardamom,8,datolya,8,1,2,"virágos, fűszeres",halvány arany-barnás,2,1 ek / 250 ml víz,90–95,3–5,este,ősz,,Általános jólét,Közepes,"Alma chips, Narancskarika",magas,Vegyes eredet,oxidált (fekete),általános,nincs,nem,igen,forrón,FALSE,FALSE
56,Sivatagi Szellő,"Ez a zöld tea nem filozofál: hűsít és elenged. Mint egy váratlan, jókor érkező szél a melegben.",Afrikai Gyökerek,Meditáció,friss,világoszöld,,Hűsítő hírnök a sivatagban.,keringés & melegség,zöld tea,70,menta,20,citromfű,10,,0,1,3,friss,világoszöld-sárga,2,1 tk / 250 ml víz,75–85,2–3,napközben,nyár,,Általános jólét,Közepes,"Gyömbérszelet, Friss menta",közepes,Vegyes eredet,minimális oxidáció (zöld),általános,nincs,nem,igen,"forrón, jegesen is",TRUE,FALSE
54,Skandináv Bogyómező,"Savanykás bogyók egy pohárban – nem kérdés, hogy élénkít. Olyan, mint egy friss szellő, amitől hirtelen gyorsabban lépsz.",Afrikai Gyökerek,Illatos,savanykás,mélyvörös,,Bogyós józan ész egy csészében.,hűsítés & frissítés,áfonya,62,málna,20,ribizli,12,hibiszkusz,6,3,3,savanykás,mélyvörös-bordó,1,1 ek / 250 ml víz,90–95,5–7,napközben,ősz,tél,Általános jólét,Közepes,"Friss menta, Méz",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
33,Szív ereje,"Nem romantikus túlzás, tényleg a szívednek dolgozik. És közben elhiteti veled, hogy még a hideg is barátságosabb.",Afrikai Gyökerek,Védelem,szív- és érrendszer támogatás,friss,mélyvörös,Szívből jövő lendület.,szív & érzelmi harmónia,galagonya virág+bogyó,74,hibiszkusz,6,csipkebogyó,12,citromhéj,8,1,3,"friss, savanykás",mélyvörös-bordó,3,1 ek / 250 ml víz,90–95,5–7,napközben,ősz,,Általános jólét,Közepes,"Méz, Alma chips",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
1,Szolid Optimizmus,"Egy bögre, ami a hidegben úgy működik, mint egy plusz zokni. Nem látványos, de furcsán hiányozna, ha nem lenne.",Afrikai Gyökerek,Védelem,immunerősítő,friss,mélyvörös,Vitaminpajzs a hideg napok ellen.,fókusz & éberség,homoktövis,64,csipkebogyó,20,narancshéj,10,hibiszkusz,6,1,1,"friss, savanykás",mélyvörös-bordó,1,1 ek / 250 ml víz,90–95,5–7,reggel,tél,,"Betegségmegelőzés, immunerősítés",Erős,"Narancskarika, Fahéjrúd",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),wellness,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
63,Tiszta Hang,"Kortyolva olyan, mintha a hangszálaid is szusszannának egyet. Nem koncertre készít, csak megkönnyíti a mondat végét.",Japán Zöldek,Meditáció,friss,mélyvörös,,Kortyolt tisztaság a hangodnak.,hűsítés & frissítés,hibiszkusz,70,menta,20,áfonya,10,,0,3,3,"friss, savanykás",mélyvörös-bordó,1,1 ek / 250 ml víz,95–100,6–8,délután,nyár,,Általános jólét,Közepes,"Friss menta, Citrom",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
78,Tiszta Perc,"Fűszeres melegség, ami belülről világít. Nem hosszú meditáció – inkább egy percnyi „oké, most rendben vagyok”.",Európai Gyógynövények,Chai,gyulladáscsökkentő,fűszeres,aranysárga,"Egy tiszta perc, ami belülről fűt.",emésztés & komfort,kurkuma,76,gyömbér,8,fahéj,8,narancshéj,8,1,1,"fűszeres, citrusos, meleg",aranysárga-narancsos,1,1 tk / 250 ml víz,90–95,5–7,napközben,Tél,,"Fűszeres, egzotikus élmény",Erős,"Méz, friss narancslé",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),wellness,nincs,igen,igen,forrón,FALSE,FALSE
24,Tiszta Vázlat,"Mint egy vázlatfüzet, amiben csak finom vonalak vannak. A részleteket az álom tölti ki helyetted.",Energia & Fókusz,Virágos,alvást segítő,friss,aranyló,Lassú vázlat a nyugalomhoz.,alvás & lecsendesítés,bodzavirág,76,levendula,6,citromfű,10,kamilla,8,3,2,"friss, virágos",aranyló-sárgás,1,1 ek / 250 ml víz,90–95,5–7,este,nyár,ősz,Mindennapi relax,Könnyű,"Méz, Citrom",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),"alvás, relax",nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
74,Túlélőcsomag,"Jegesen az igazi: olyan, mint amikor nyár közepén hideg vizet locsolsz a tarkódra. Nem megoldás mindenre, de jó kezdet.",Afrikai Gyökerek,Őszi melegség,hűtő,savanykás-mentás,mélyvörös,Egy bögrével a forróság ellen.,hűsítés & frissítés,hibiszkusz,76,borsmenta,8,citromhéj,10,bodzavirág,6,2,3,"savanykás-mentás, frissítő",mélyvörös-rózsaszínes,3,1 ek / 250 ml víz,95–100,6–8,délután,Nyár,,"Jeges tea, nyári frissítő",Közepes,"Jégkocka, citromkarika, menta",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
16,Tulsi Chai,"Olyan, mint egy fűszeres ölelés, ami nem szorít túl erősen. A tulsi inkább tárgyal, mint hősködik.",Japán Zöldek,Rituálé,védő,fűszeres,halvány arany,Fűszeres béke egy perc alatt.,emésztés & komfort,tulsi,76,kardamom,8,fahéj,8,fekete tea,8,3,2,fűszeres,halvány arany-barnás,1,1 ek / 250 ml víz,90–95,5–7,reggel,tél,,Általános jólét,Közepes,"Gyömbérszelet, Méz",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,forrón,FALSE,FALSE
84,Ünnep Zamata,"Karácsonyi fűszerek egy bögrében. Nem harsogja, csak finoman odateszi: „jó, hogy itthon vagy”.",Indiai Teák & Ayurveda,Téli hangulat,emésztést segítő,fűszeres,mélybarna,"Fűszeres korty, belső mosolyhoz.",emésztés & komfort,fekete tea,76,fahéj,8,szegfűszeg,8,narancshéj,8,1,1,"fűszeres, citrusos, telt",mélybarna,1,1 tk / 250 ml víz,90–95,3–5,napközben,Tél,,Karácsonyi ünneplés,Erős,"Méz, narancskarika, szegfűszeg",magas,Vegyes eredet,oxidált (fekete),étkezés után,nincs,nem,igen,forrón,FALSE,FALSE
77,Váratlan Mosoly,"Kortyolva olyan, mintha tavaszi szél fújna át rajtad. Nem harsány, csak egy kis oldalsó megjegyzés a testednek: „hé, lazíts”.",Immunitás & Tisztulás,Rituálé,méregtelenítő,friss,világoszöld,"Kortyolt tavasz, váratlan mosollyal.",tisztítás & könnyedség,menta,70,citromfű,10,pitypanglevél,12,csalán,8,3,3,"friss, zöld, enyhén kesernyés",világoszöld,3,1 ek / 250 ml víz,90–95,5–7,napközben,Tavasz,,Méregtelenítő kúra,Közepes,"Friss citromlé, mentaág",mentes,Közép-Európa – vadon/kert,szárított (gyógynövény/gyümölcs),étkezés után,nincs,igen,igen,"jegesen, forrón is",TRUE,FALSE
49,Vata Melege,"Ez nem tűzijáték, hanem halk, meleg fény. Kicsit átmozgat, kicsit átölel, közben elfelejted, hogy tél van.",Rituálé & Szertartás,Meditáció,fűszeres,halvány arany,,Ajurvédikus melengető harmónia.,keringés & melegség,gyömbér,76,fahéj,8,kardamom,8,szegfűszeg,8,1,3,fűszeres,halvány arany-barnás,3,1.5 ek / 250 ml víz,95–100,6–8,este,tél,,Általános jólét,Közepes,"Citrom, Narancskarika",mentes,Vegyes eredet,szárított (gyógynövény/gyümölcs),általános,nincs,igen,igen,"forrón, jegesen is",TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Relax & Alvás,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Rituálé & Szertartás,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Immunitás & Tisztulás,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Dél-Amerikai Erő,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Indiai Teák & Ayurveda,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Közel-Keleti Ízek,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Évszakok Teái,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kínai Klasszikusok,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Európai Gyógynövények,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Afrikai Gyökerek,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Energia & Fókusz,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Japán Zöldek,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
